date,unweighted_sentiment,weighted_sentiment,total_messages
2020-10-01,-0.4280883252620697,-0.42808832526206975,10
2020-10-02,-0.5081390261650085,-0.5263124229352577,20
2020-10-03,-0.5081390261650085,-0.5263124229352577,20
2020-10-04,-0.5081390261650085,-0.5263124229352575,20
2020-10-05,-0.4436753034591675,-0.3569666492938995,20
2020-10-06,-0.34172276258468626,-0.3513853136116546,20
2020-10-07,-0.28064785997072855,-0.2562174469234493,30
2020-10-08,-0.3278936393558979,-0.349950984957629,40
2020-10-09,-0.3849477045238018,-0.43139169881293243,40
2020-10-10,-0.38516872425874077,-0.43720218859499027,30
2020-10-11,-0.4985040590167046,-0.5050589293708286,20
2020-10-12,-0.3205518513917923,-0.19645667791366575,20
2020-10-13,-0.13086873590946196,-0.13476041355492283,20
2020-10-14,-0.18132744630177816,-0.20752717323919737,30
2020-10-15,-0.2127265527844429,-0.2511832818274713,40
2020-10-16,-0.25134171545505524,-0.2681596630556012,40
2020-10-17,-0.2857853174209595,-0.28297959027983977,30
2020-10-18,-0.28755554258823396,-0.2831584750369096,20
2020-10-19,-0.13771573603153228,-0.059432849884033176,20
2020-10-20,-0.11940637230873108,-0.1448698168831573,20
2020-10-21,-0.10634380380312601,-0.11297184669474739,30
2020-10-22,-0.24787349849939347,-0.3587062480148446,40
2020-10-23,-0.26596355587244036,-0.2604328359979645,40
2020-10-24,-0.27742857933044435,-0.2639931523668251,30
2020-10-25,-0.37603353559970853,-0.3087371518780912,20
2020-10-26,-0.16606810986995696,-0.21794628262519836,20
2020-10-27,-0.2683371752500534,-0.2719253837717472,20
2020-10-28,-0.2716074844201406,-0.27499558599565294,30
2020-10-29,-0.26259958520531657,-0.25768202676463603,40
2020-10-30,-0.24267455264925958,-0.22077105218136217,40
2020-10-31,-0.2288518637418747,-0.21295439169594058,30
2020-11-01,-0.20420374423265458,-0.19708152791467867,20
2020-11-02,-0.20775278210639953,-0.2287054908275604,20
2020-11-03,-0.25338066220283506,-0.25581133532517636,20
2020-11-04,-0.27225292722384137,-0.282546007482593,30
2020-11-05,-0.2558181881904602,-0.24915191220026822,40
2020-11-06,-0.3010878011584282,-0.3262864360400867,40
2020-11-07,-0.3134212811787923,-0.33395847372027704,30
2020-11-08,-0.31513319313526156,-0.3397923178753685,20
2020-11-09,-0.46036470830440523,-0.4823320841789245,20
2020-11-10,-0.1495754599571228,-0.07070711801202946,20
2020-11-11,-0.20427773396174112,-0.1905876541749358,30
2020-11-12,-0.2396848678588867,-0.25880527515518026,40
2020-11-13,-0.1578596740961075,-0.20318416431179218,40
2020-11-14,-0.2764215926329295,-0.2526473712638616,30
2020-11-15,-0.25779124796390535,-0.2377870602347976,20
2020-11-16,-0.3729043662548065,-0.49484125018119807,20
2020-11-17,-0.3284369885921478,-0.27220426523443203,20
2020-11-18,-0.4014248768488566,-0.40798230123334966,30
2020-11-19,-0.3836852371692657,-0.37393644045586777,40
2020-11-20,-0.30186005532741544,-0.30500293599364064,40
2020-11-21,-0.37556625008583067,-0.3326648009141276,30
2020-11-22,-0.28964904844760897,-0.2803825657228077,20
2020-11-23,-0.10559789538383484,-0.019657565355300898,20
2020-11-24,-0.1912124663591385,-0.24316646194396238,20
2020-11-25,-0.25987515449523924,-0.3191647099008296,30
2020-11-26,-0.25987515449523924,-0.3191647099008296,30
2020-11-27,-0.3409225642681122,-0.28427029288351113,30
2020-11-28,-0.30135338604450224,-0.25996728929224616,20
2020-11-29,-0.20550624132156373,-0.2055062413215637,10
2020-11-30,-0.2762305557727814,-0.3186651444435119,20
2020-12-01,-0.4248008280992508,-0.44247369621245314,20
2020-12-02,-0.2914117256800334,-0.2363172173456504,30
2020-12-03,-0.33419663161039354,-0.33568170263982167,40
2020-12-04,-0.31432655453681946,-0.30494460594161943,40
2020-12-05,-0.25155314405759177,-0.2805587356362476,30
2020-12-06,-0.3650129556655884,-0.3428694402472249,20
2020-12-07,-0.2610918805003166,-0.2572622716426849,20
2020-12-08,-0.30490793138742445,-0.3163042273531188,20
2020-12-09,-0.3551310211420059,-0.38501955792407905,30
2020-12-10,-0.309664636105299,-0.2920148699409646,40
2020-12-11,-0.27992130666971204,-0.22595592713909196,40
2020-12-12,-0.2548595209916433,-0.21002563688539191,30
2020-12-13,-0.15450068116188048,-0.1502406291093905,20
2020-12-14,-0.34481585323810576,-0.47026383638381947,20
2020-12-15,-0.2769479125738144,-0.21407420574645283,20
2020-12-16,-0.327109150091807,-0.3193417623683735,30
2020-12-17,-0.27238516360521314,-0.22661180898739297,40
2020-12-18,-0.21233632266521454,-0.24222340479136728,40
2020-12-19,-0.28311509688695274,-0.2721008119761814,30
2020-12-20,-0.2109568327665329,-0.23428205924781464,20
2020-12-21,-0.3414884269237518,-0.35816120624542225,20
2020-12-22,-0.2547644555568695,-0.22876754558863283,20
2020-12-23,-0.33413706223169964,-0.3590780469755105,30
2020-12-24,-0.2598630920052528,-0.21763596168873028,40
2020-12-25,-0.223391991853714,-0.19893164655563136,30
2020-12-26,-0.2649617284536362,-0.21321838969053586,20
2020-12-27,-0.03704118132591248,-0.03704118132591247,10
2020-12-28,-0.2758630633354187,-0.2758630633354187,10
2020-12-29,-0.33942921459674835,-0.35386022987830723,20
2020-12-30,-0.18732955058415732,-0.12160865014506067,30
2020-12-31,-0.17825745940208435,-0.13453573915338413,40
2021-01-01,-0.1457222580909729,-0.1171035095364163,30
2021-01-02,-0.01708570420742035,-0.04749675732860095,20
2021-01-03,-0.15104118585586548,-0.15104118585586546,10
2021-01-04,-0.42928622364997865,-0.42928622364997865,10
2021-01-05,-0.291994708776474,-0.26082629744663444,20
2021-01-06,-0.2085584839185079,-0.15270556681501843,30
2021-01-07,-0.18407742232084273,-0.13422738254514954,40
2021-01-08,-0.06917631328105926,-0.04154754644270909,40
2021-01-09,-0.0406673530737559,-0.02759019431423321,30
2021-01-10,-0.04015801250934601,-0.0241582475393486,20
2021-01-11,-0.07699554562568664,-0.14138380050659177,20
2021-01-12,-0.2210134118795395,-0.2293461099374077,20
2021-01-13,-0.2690181374549866,-0.2962894474585242,30
2021-01-14,-0.2687482088804245,-0.28383736999474707,40
2021-01-15,-0.363405741751194,-0.41330651825392684,40
2021-01-16,-0.3986351490020752,-0.4324978753333849,30
2021-01-17,-0.41543892920017245,-0.4489250222624936,20
2021-01-18,-0.5629394352436066,-0.5629394352436066,10
2021-01-19,-0.22772558331489562,-0.22772558331489565,10
2021-01-20,-0.24443883299827576,-0.24823313478939418,20
2021-01-21,-0.3236168384552002,-0.36355702983204957,30
2021-01-22,-0.25794589295983317,-0.23064129745703205,40
2021-01-23,-0.26801932950814567,-0.23100094056721857,30
2021-01-24,-0.27145295292139054,-0.2236599721851707,20
2021-01-25,-0.22766897529363633,-0.32771052658557887,20
2021-01-26,-0.13631801307201385,-0.07772620516204025,20
2021-01-27,-0.10628658334414164,-0.062183322984237475,30
2021-01-28,-0.1307680770754814,-0.12456410404764753,40
2021-01-29,0.013437572121620178,0.02893089431333925,40
2021-01-30,-0.02267285982767741,0.017479655967781185,30
2021-01-31,-0.010897427797317505,0.032989665359095796,20
2021-02-01,-0.13492262363433838,-0.3253268194198608,20
2021-02-02,-0.40152022838592527,-0.39000043403475554,20
2021-02-03,-0.26935538053512575,-0.20005929523086893,30
2021-02-04,-0.20645978376269342,-0.11999717379721145,40
2021-02-05,-0.13248031213879585,-0.11297828091216666,40
2021-02-06,-0.0597145805756251,-0.08364658067019502,30
2021-02-07,-0.08705902844667435,-0.10278859221704428,20
2021-02-08,-0.02018200159072876,0.06151583552360533,20
2021-02-09,-0.12782509326934816,-0.18317483928353293,20
2021-02-10,-0.09229054848353067,-0.10326931414258797,30
2021-02-11,-0.17460269033908843,-0.24305686410022315,40
2021-02-12,-0.28227170258760453,-0.2993562523207419,40
2021-02-13,-0.252485187848409,-0.2904413853145912,30
2021-02-14,-0.36811705231666564,-0.35598898414313035,20
2021-02-15,-0.31469498872756957,-0.3146949887275696,10
2021-02-16,-0.3718866527080536,-0.3718866527080536,10
2021-02-17,-0.24966865479946138,-0.22192228726732174,20
2021-02-18,-0.17540175120035809,-0.12568521154923362,30
2021-02-19,-0.13446944504976271,-0.07560960335412382,40
2021-02-20,-0.055330375830332436,-0.039064868749773635,30
2021-02-21,-0.01927023530006409,-0.017545376264098553,20
2021-02-22,-0.15767319202423097,-0.24527359127998352,20
2021-02-23,-0.17779770493507385,-0.14922085004471305,20
2021-02-24,-0.194588565826416,-0.1881733946207411,30
2021-02-25,-0.10472822189331055,-0.03312045548466308,40
2021-02-26,-0.10611570626497269,-0.1356734870791798,40
2021-02-27,-0.12418042421340943,-0.14600399439119466,30
2021-02-28,-0.07218549251556397,-0.1259987767349821,20
2021-03-01,-0.21528303027153015,-0.15891857147216798,20
2021-03-02,-0.13762315809726716,-0.1413193046104333,20
2021-03-03,-0.16422006885210674,-0.17886330536479705,30
2021-03-04,-0.21795857399702073,-0.26684197497056034,40
2021-03-05,-0.20356964468955993,-0.1877222434470009,40
2021-03-06,-0.22012484272321065,-0.19189359889118301,30
2021-03-07,-0.22148031890392303,-0.18568011443758298,20
2021-03-08,-0.026283681392669678,-0.003781961202621471,20
2021-03-09,-0.04535654485225678,-0.05820056976784083,20
2021-03-10,-0.15661678910255433,-0.21654623762447484,30
2021-03-11,-0.19618295282125472,-0.2597361271285888,40
2021-03-12,-0.20615701079368592,-0.17699482334172223,40
2021-03-13,-0.24089858929316202,-0.18625352530012945,30
2021-03-14,-0.17177924513816833,-0.13929167152712754,20
2021-03-15,-0.08592095077037812,-0.12026729345321656,20
2021-03-16,-0.24843461513519288,-0.27233333298366696,20
2021-03-17,-0.15205051898956298,-0.11787835960965001,30
2021-03-18,-0.26235741972923277,-0.32667909301131703,40
2021-03-19,-0.29964968711137774,-0.32428825452810217,40
2021-03-20,-0.28163145780563353,-0.32065987926540523,30
2021-03-21,-0.4428060233592987,-0.4086453087164052,20
2021-03-22,-0.28613017201423646,-0.28240792036056517,20
2021-03-23,-0.1038160502910614,-0.0638348436995801,20
2021-03-24,-0.05303567449251811,-0.008398035551160449,30
2021-03-25,-0.12092243432998658,-0.1472697766576661,40
2021-03-26,-0.10136735439300537,-0.16200275797417593,40
2021-03-27,-0.1592545787493388,-0.19090248039083582,30
2021-03-28,-0.2631444066762924,-0.24919646218076857,20
2021-03-29,-0.14267292618751526,-0.10725302219390864,20
2021-03-30,-0.08105384111404419,-0.08046677816856168,20
2021-03-31,-0.21179743806521098,-0.27427759471662866,30
2021-04-01,-0.1762010119855404,-0.18429828591534544,40
2021-04-02,-0.20705476502577463,-0.19671416282520243,30
2021-04-03,-0.2713481828570366,-0.2255038470715176,20
2021-04-04,-0.06941173374652862,-0.06941173374652863,10
2021-04-05,-0.16237229704856873,-0.1623722970485687,10
2021-04-06,-0.12342959940433502,-0.11458868873634954,20
2021-04-07,0.010591375827789306,0.07942153529060474,30
2021-04-08,-0.07469709068536759,-0.10064789677954038,40
2021-04-09,-0.06684124320745469,-0.1096868676801992,40
2021-04-10,-0.06095935702323914,-0.11279519506700438,30
2021-04-11,-0.2307556986808777,-0.20809720346928418,20
2021-04-12,-0.11107690930366516,-0.09915371060371399,20
2021-04-13,-0.10930382311344147,-0.11341270284451649,20
2021-04-14,-0.10735551913579305,-0.10850164172166762,30
2021-04-15,-0.10273968130350113,-0.09988894802796425,40
2021-04-16,-0.12285167574882508,-0.1320091363493852,40
2021-04-17,-0.12133465607961019,-0.1325773198251598,30
2021-04-18,-0.13027252852916718,-0.139666846198148,20
2021-04-19,-0.21423910260200502,-0.23979083061218257,20
2021-04-20,-0.22409088015556336,-0.21665939132318363,20
2021-04-21,-0.1653920809427897,-0.13344249223739835,30
2021-04-22,-0.15535953640937805,-0.12984948860635936,40
2021-04-23,-0.16204962134361267,-0.18858898864680518,40
2021-04-24,-0.15228068033854167,-0.18824763269383618,30
2021-04-25,-0.20442377924919128,-0.2223953919071088,20
2021-04-26,-0.09227051138877869,0.0225185751914978,20
2021-04-27,0.08933576345443725,0.08713162114404074,20
2021-04-28,0.021874630451202394,-0.011634014943191655,30
2021-04-29,0.10628869831562042,0.15138564343956326,40
2021-04-30,-0.018987967073917388,-0.08807407906216316,40
2021-05-01,-0.05185958743095398,-0.10875940574105923,30
2021-05-02,-0.021265563368797303,-0.10771534049929893,20
2021-05-03,-0.17842431664466857,-0.044241689443588264,20
2021-05-04,-0.0736415594816208,-0.10062443693342074,20
2021-05-05,-0.0790954202413559,-0.09538403894669378,30
2021-05-06,0.013518813997507095,0.07447880504079216,40
2021-05-07,-0.05070177540183067,-0.049176070261350874,40
2021-05-08,-0.0034368624289830524,-0.031497996300050554,30
2021-05-09,0.039846277236938475,-0.017253613072888845,20
2021-05-10,-0.31564104855060576,-0.3780243003368377,20
2021-05-11,-0.2747605323791504,-0.24187557586518388,20
2021-05-12,-0.25208025574684145,-0.22453016128965725,30
2021-05-13,-0.34216317534446716,-0.3948920441928562,40
2021-05-14,-0.35662924125790596,-0.42945443599330296,40
2021-05-15,-0.4322030117114385,-0.46640244661650015,30
2021-05-16,-0.544944666326046,-0.5296280055959165,20
2021-05-17,-0.42335140854120257,-0.3908758145570755,20
2021-05-18,-0.22190593481063842,-0.18846093807599668,20
2021-05-19,-0.2363069772720337,-0.22627804689292294,30
2021-05-20,-0.20362315475940704,-0.1732625041386499,40
2021-05-21,-0.17528363615274428,-0.1959884219731318,40
2021-05-22,-0.20884936451911926,-0.21096292916959952,30
2021-05-23,-0.1807195156812668,-0.19777984479290514,20
2021-05-24,-0.3028684049844742,-0.33106904149055477,20
2021-05-25,-0.4285726428031921,-0.44644011986606746,20
2021-05-26,-0.3985322614510854,-0.3931600496386045,30
2021-05-27,-0.28979558795690535,-0.2044862764644163,40
2021-05-28,-0.28681945204734804,-0.2530551908153881,40
2021-05-29,-0.21333399613698323,-0.22169796811904774,30
2021-05-30,-0.15077524483203888,-0.19327171568793644,20
2021-05-31,-0.3379649221897125,-0.3379649221897125,10
2021-06-01,-0.07960803508758545,-0.07960803508758545,10
2021-06-02,-0.18103907704353334,-0.20406631539988793,20
2021-06-03,-0.27438950339953105,-0.33087837020098587,30
2021-06-04,-0.3110992550849915,-0.3705611319038824,40
2021-06-05,-0.3882629950841268,-0.40644917564082256,30
2021-06-06,-0.44115943312644956,-0.43663464362030563,20
2021-06-07,-0.21777219772338868,-0.09569841027259825,20
2021-06-08,-0.18246859610080718,-0.22064322663880923,20
2021-06-09,-0.14874842762947083,-0.1518972258867296,30
2021-06-10,-0.19501430690288543,-0.23179614405771753,40
2021-06-11,-0.28420675098896026,-0.30801701976841656,40
2021-06-12,-0.2620685656865438,-0.30276193042049754,30
2021-06-13,-0.35244880318641664,-0.35667980953094514,20
2021-06-14,-0.3320698767900467,-0.30866040587425225,20
2021-06-15,-0.10316385328769684,-0.06005429133851163,20
2021-06-16,-0.13438363671302794,-0.12753415331626522,30
2021-06-17,-0.14603242725133897,-0.15100762148195945,40
2021-06-18,-0.17346140146255493,-0.2517588350811524,40
2021-06-19,-0.2601906637350718,-0.2935097995089003,30
2021-06-20,-0.29187439382076263,-0.31705030889019337,20
2021-06-21,-0.3601481929421425,-0.33457511544227597,20
2021-06-22,-0.33804216235876083,-0.342699724850071,20
2021-06-23,-0.3541267842054367,-0.3642095289759109,30
2021-06-24,-0.3335600681602955,-0.32364857879057923,40
2021-06-25,-0.23007663935422898,-0.13957895125310224,40
2021-06-26,-0.1872495432694753,-0.11256866276707048,30
2021-06-27,-0.08772630095481873,-0.04592362739472839,20
2021-06-28,-0.08070342540740967,-0.18696987152099606,20
2021-06-29,-0.22700558602809906,-0.2200113112161245,20
2021-06-30,-0.2674649218718211,-0.2833483938421982,30
2021-07-01,-0.28993497639894483,-0.31584856756330254,40
2021-07-02,-0.2506803676486015,-0.22540934895613374,40
2021-07-03,-0.26884148915608724,-0.2290125893281281,30
2021-07-04,-0.2290704369544983,-0.19994905453836406,20
2021-07-05,-0.10079573392868042,-0.10079573392868042,10
2021-07-06,-0.14461793303489684,-0.14461793303489687,10
2021-07-07,-0.10372430086135864,-0.09444048205048487,20
2021-07-08,-0.22178983787695566,-0.27377662532569874,30
2021-07-09,-0.21828293278813363,-0.24478238120417714,40
2021-07-10,-0.24283793270587922,-0.2571373144773407,30
2021-07-11,-0.3328415647149086,-0.30444560342204424,20
2021-07-12,-0.07260263562202454,0.008493113517761209,20
2021-07-13,0.032135626673698424,0.02522926976238376,20
2021-07-14,0.006300969918568929,-0.009602601951623319,30
2021-07-15,-0.13480025678873062,-0.25051033915336046,40
2021-07-16,-0.18150917291641236,-0.21672333609660738,40
2021-07-17,-0.24258366624514263,-0.24366685303294364,30
2021-07-18,-0.3411913275718689,-0.2919470502636285,20
2021-07-19,-0.2132698267698288,-0.266664491891861,20
2021-07-20,-0.339891842007637,-0.34843494519835483,20
2021-07-21,-0.28063878615697224,-0.2565160192427099,30
2021-07-22,-0.2688989549875259,-0.2464859553109635,40
2021-07-23,-0.22553563863039017,-0.19094234359668316,40
2021-07-24,-0.17487326860427857,-0.16792830520909838,30
2021-07-25,-0.1812435656785965,-0.1693393808477478,20
2021-07-26,-0.15901651084423066,-0.17714181542396545,20
2021-07-27,-0.2759776830673218,-0.29567250795819583,20
2021-07-28,-0.27844013075033824,-0.2896001691315722,30
2021-07-29,-0.26781270280480385,-0.2660278325774474,40
2021-07-30,-0.17439126148819922,-0.07348104055576787,40
2021-07-31,-0.11161167720953623,-0.03780319441818158,30
2021-08-01,-0.025735002756118775,0.021984313315098435,20
2021-08-02,-0.0746391922235489,-0.23009895563125607,20
2021-08-03,-0.17819103896617888,-0.14287802973580954,20
2021-08-04,-0.20111639102300008,-0.19423411389532444,30
2021-08-05,-0.2900237515568733,-0.3534531940153908,40
2021-08-06,-0.33985708057880404,-0.433707444291385,40
2021-08-07,-0.4455950140953064,-0.48441076681020645,30
2021-08-08,-0.5449089735746384,-0.5422217273256399,20
2021-08-09,-0.381084232032299,-0.28989150285720816,20
2021-08-10,-0.297011236846447,-0.31242951763604443,20
2021-08-11,-0.28436669806639353,-0.28610644029343923,30
2021-08-12,-0.2378924585878849,-0.20369436585360778,40
2021-08-13,-0.24065688550472258,-0.2179507679362841,40
2021-08-14,-0.19923380613327027,-0.19982187344877567,30
2021-08-15,-0.16931189894676207,-0.18539473951292648,20
2021-08-16,-0.324778288602829,-0.37555282711982724,20
2021-08-17,-0.3049648284912109,-0.28125500990851776,20
2021-08-18,-0.2392713189125061,-0.1957163344756349,30
2021-08-19,-0.23753370791673661,-0.21179344577873105,40
2021-08-20,-0.08146102577447892,-0.0107213425294551,40
2021-08-21,-0.04177232185999553,0.012690536383701401,30
2021-08-22,-0.008716332912445068,0.04204717091535565,20
2021-08-23,-0.024984195828437805,-0.16890763878822326,20
2021-08-24,-0.19155532419681548,-0.17491420590867696,20
2021-08-25,-0.22070372700691224,-0.22626893884072627,30
2021-08-26,-0.18021972253918647,-0.1527005814734873,40
2021-08-27,-0.04574777260422706,0.04204342140865083,40
2021-08-28,-0.02157901426156362,0.061815551840696675,30
2021-08-29,0.10713174492120743,0.14479483304588395,20
2021-08-30,-0.1665184497833252,-0.4302482390403747,20
2021-08-31,-0.5730311721563339,-0.5655310108265779,20
2021-09-01,-0.48740459481875104,-0.4424906302607535,30
2021-09-02,-0.4369614988565445,-0.3735967106949623,40
2021-09-03,-0.3653899170458317,-0.33388024007163736,40
2021-09-04,-0.3071884741385778,-0.30845680058206654,30
2021-09-05,-0.3027069911360741,-0.30658336887198484,20
2021-09-06,-0.3197817713022232,-0.31978177130222324,10
2021-09-07,-0.08199160695075988,-0.08199160695075988,10
2021-09-08,-0.013051655888557435,0.002599338666681545,20
2021-09-09,-0.08749728997548421,-0.11531393584227309,30
2021-09-10,-0.1732393682003021,-0.2537319671964266,40
2021-09-11,-0.2036552886168162,-0.2749155381133082,30
2021-09-12,-0.33342708051204684,-0.35545711334129665,20
2021-09-13,-0.25597902536392214,-0.15128707885742185,20
2021-09-14,-0.22135973274707793,-0.25311290461046915,20
2021-09-15,-0.14897149801254272,-0.13030031768909506,30
2021-09-16,-0.14946936070919037,-0.13937556944892088,40
2021-09-17,-0.24458359330892562,-0.2850573410641259,40
2021-09-18,-0.20570245186487834,-0.27566207868564097,30
2021-09-19,-0.30645616352558136,-0.3417567899339822,20
2021-09-20,-0.36432859003543855,-0.30575611710548395,20
2021-09-21,-0.15805300772190095,-0.13338580728716948,20
2021-09-22,-0.19652491907278696,-0.2025007613425512,30
2021-09-23,-0.25893116369843483,-0.3095141054128899,40
2021-09-24,-0.3647819571197033,-0.47963735083740905,40
2021-09-25,-0.469909871617953,-0.5327058389977976,30
2021-09-26,-0.56813043653965,-0.5958228952919399,20
2021-09-27,-0.5125982075929642,-0.4060905468463897,20
2021-09-28,-0.29736921191215515,-0.2888067388268828,20
